date,year,month,weekday,transportation_mode,type,values,percentage_of_pre_panademic_day
03/15/2021,2021,March,Monday,Buses,Ridership,1023990,46
03/16/2021,2021,March,Tuesday,Buses,Ridership,1062179,47
03/17/2021,2021,March,Wednesday,Buses,Ridership,1103979,49
03/18/2021,2021,March,Thursday,Buses,Ridership,1019472,45
03/19/2021,2021,March,Friday,Buses,Ridership,1083647,48
03/20/2021,2021,March,Saturday,Buses,Ridership,768908,58
03/21/2021,2021,March,Sunday,Buses,Ridership,579358,58
03/22/2021,2021,March,Monday,Buses,Ridership,1095241,49
03/23/2021,2021,March,Tuesday,Buses,Ridership,1133504,51
03/24/2021,2021,March,Wednesday,Buses,Ridership,1075968,48
03/25/2021,2021,March,Thursday,Buses,Ridership,1127964,50
03/26/2021,2021,March,Friday,Buses,Ridership,1091753,49
03/28/2021,2021,March,Sunday,Buses,Ridership,459949,46
03/29/2021,2021,March,Monday,Buses,Ridership,1002597,45
03/30/2021,2021,March,Tuesday,Buses,Ridership,1079381,48
03/31/2021,2021,March,Wednesday,Buses,Ridership,995873,44
04/01/2021,2021,April,Thursday,Buses,Ridership,1030209,47
04/02/2021,2021,April,Friday,Buses,Ridership,958085,44
04/03/2021,2021,April,Saturday,Buses,Ridership,750682,56
04/04/2021,2021,April,Sunday,Buses,Ridership,519812,52
04/05/2021,2021,April,Monday,Buses,Ridership,1088750,50
04/06/2021,2021,April,Tuesday,Buses,Ridership,1155101,53
04/07/2021,2021,April,Wednesday,Buses,Ridership,1172362,54
04/08/2021,2021,April,Thursday,Buses,Ridership,1177833,54
04/09/2021,2021,April,Friday,Buses,Ridership,1144311,52
04/11/2021,2021,April,Sunday,Buses,Ridership,504407,51
04/12/2021,2021,April,Monday,Buses,Ridership,1087799,50
04/13/2021,2021,April,Tuesday,Buses,Ridership,1196355,55
04/14/2021,2021,April,Wednesday,Buses,Ridership,1199954,55
04/15/2021,2021,April,Thursday,Buses,Ridership,1083083,50
04/16/2021,2021,April,Friday,Buses,Ridership,1157507,53
04/19/2021,2021,April,Monday,Buses,Ridership,1147977,53
04/20/2021,2021,April,Tuesday,Buses,Ridership,1223642,56
04/21/2021,2021,April,Wednesday,Buses,Ridership,1139762,52
04/22/2021,2021,April,Thursday,Buses,Ridership,1166357,53
04/23/2021,2021,April,Friday,Buses,Ridership,1184193,54
04/25/2021,2021,April,Sunday,Buses,Ridership,540989,55
04/26/2021,2021,April,Monday,Buses,Ridership,1156913,53
04/27/2021,2021,April,Tuesday,Buses,Ridership,1198299,55
04/28/2021,2021,April,Wednesday,Buses,Ridership,1227777,56
04/29/2021,2021,April,Thursday,Buses,Ridership,1166096,53
04/30/2021,2021,April,Friday,Buses,Ridership,1185321,54
05/03/2021,2021,May,Monday,Buses,Ridership,1165505,51
05/04/2021,2021,May,Tuesday,Buses,Ridership,1227250,54
05/05/2021,2021,May,Wednesday,Buses,Ridership,1158445,51
05/06/2021,2021,May,Thursday,Buses,Ridership,1258536,55
05/07/2021,2021,May,Friday,Buses,Ridership,1222741,54
05/08/2021,2021,May,Saturday,Buses,Ridership,779188,56
05/10/2021,2021,May,Monday,Buses,Ridership,1149109,51
05/11/2021,2021,May,Tuesday,Buses,Ridership,1231886,54
05/12/2021,2021,May,Wednesday,Buses,Ridership,1238990,54
05/13/2021,2021,May,Thursday,Buses,Ridership,1182347,52
05/14/2021,2021,May,Friday,Buses,Ridership,1220112,54
05/17/2021,2021,May,Monday,Buses,Ridership,1157960,51
05/18/2021,2021,May,Tuesday,Buses,Ridership,1215676,53
05/19/2021,2021,May,Wednesday,Buses,Ridership,1253578,55
05/20/2021,2021,May,Thursday,Buses,Ridership,1243965,55
05/21/2021,2021,May,Friday,Buses,Ridership,1221591,54
05/24/2021,2021,May,Monday,Buses,Ridership,1192453,52
05/25/2021,2021,May,Tuesday,Buses,Ridership,1253998,55
05/26/2021,2021,May,Wednesday,Buses,Ridership,1241052,55
05/27/2021,2021,May,Thursday,Buses,Ridership,1246269,55
05/28/2021,2021,May,Friday,Buses,Ridership,1135369,50
05/29/2021,2021,May,Saturday,Buses,Ridership,648192,46
05/30/2021,2021,May,Sunday,Buses,Ridership,484864,50
05/31/2021,2021,May,Monday,Buses,Ridership,702801,73
06/01/2021,2021,June,Tuesday,Buses,Ridership,1230127,57
06/02/2021,2021,June,Wednesday,Buses,Ridership,1249102,58
06/03/2021,2021,June,Thursday,Buses,Ridership,1143159,53
06/04/2021,2021,June,Friday,Buses,Ridership,1160335,54
06/07/2021,2021,June,Monday,Buses,Ridership,1200737,56
06/08/2021,2021,June,Tuesday,Buses,Ridership,1175335,55
06/11/2021,2021,June,Friday,Buses,Ridership,1221484,57
06/14/2021,2021,June,Monday,Buses,Ridership,1176722,55
06/18/2021,2021,June,Friday,Buses,Ridership,1235675,114
06/21/2021,2021,June,Monday,Buses,Ridership,1191844,55
06/22/2021,2021,June,Tuesday,Buses,Ridership,1172110,55
06/24/2021,2021,June,Thursday,Buses,Ridership,1248843,58
06/25/2021,2021,June,Friday,Buses,Ridership,1214123,56
06/28/2021,2021,June,Monday,Buses,Ridership,1152019,54
06/29/2021,2021,June,Tuesday,Buses,Ridership,1169268,54
06/30/2021,2021,June,Wednesday,Buses,Ridership,1139886,53
07/01/2021,2021,July,Thursday,Buses,Ridership,1104516,53
07/02/2021,2021,July,Friday,Buses,Ridership,1121116,54
07/03/2021,2021,July,Saturday,Buses,Ridership,738089,55
07/04/2021,2021,July,Sunday,Buses,Ridership,615001,56
07/05/2021,2021,July,Monday,Buses,Ridership,770321,70
07/06/2021,2021,July,Tuesday,Buses,Ridership,1181416,57
07/08/2021,2021,July,Thursday,Buses,Ridership,1164513,56
07/09/2021,2021,July,Friday,Buses,Ridership,1115969,54
07/11/2021,2021,July,Sunday,Buses,Ridership,635511,58
07/12/2021,2021,July,Monday,Buses,Ridership,1171521,57
07/18/2021,2021,July,Sunday,Buses,Ridership,640618,58
07/19/2021,2021,July,Monday,Buses,Ridership,1208792,58
07/25/2021,2021,July,Sunday,Buses,Ridership,625645,57
07/29/2021,2021,July,Thursday,Buses,Ridership,1186642,57
08/01/2021,2021,August,Sunday,Buses,Ridership,629963,57
08/08/2021,2021,August,Sunday,Buses,Ridership,598574,54
08/16/2021,2021,August,Monday,Buses,Ridership,1170216,58
08/22/2021,2021,August,Sunday,Buses,Ridership,369246,33
08/23/2021,2021,August,Monday,Buses,Ridership,1032792,51
08/27/2021,2021,August,Friday,Buses,Ridership,1147249,57
08/28/2021,2021,August,Saturday,Buses,Ridership,776489,56
08/29/2021,2021,August,Sunday,Buses,Ridership,630281,57
09/01/2021,2021,September,Wednesday,Buses,Ridership,1086148,47
09/02/2021,2021,September,Thursday,Buses,Ridership,1188941,51
09/03/2021,2021,September,Friday,Buses,Ridership,1221668,53
09/05/2021,2021,September,Sunday,Buses,Ridership,618622,56
09/07/2021,2021,September,Tuesday,Buses,Ridership,1102372,47
09/08/2021,2021,September,Wednesday,Buses,Ridership,1192895,51
09/09/2021,2021,September,Thursday,Buses,Ridership,1249341,54
09/10/2021,2021,September,Friday,Buses,Ridership,1322430,57
09/16/2021,2021,September,Thursday,Buses,Ridership,1210069,52
10/06/2021,2021,October,Wednesday,Buses,Ridership,1532668,68
10/07/2021,2021,October,Thursday,Buses,Ridership,1523168,68
10/11/2021,2021,October,Monday,Buses,Ridership,1045865,46
10/14/2021,2021,October,Thursday,Buses,Ridership,1527543,68
10/20/2021,2021,October,Wednesday,Buses,Ridership,1525608,68
10/26/2021,2021,October,Tuesday,Buses,Ridership,1233660,55
11/02/2021,2021,November,Tuesday,Buses,Ridership,1258180,57
11/03/2021,2021,November,Wednesday,Buses,Ridership,1507287,69
11/04/2021,2021,November,Thursday,Buses,Ridership,1486942,68
11/09/2021,2021,November,Tuesday,Buses,Ridership,1518264,69
11/10/2021,2021,November,Wednesday,Buses,Ridership,1514453,69
11/11/2021,2021,November,Thursday,Buses,Ridership,1198235,120
11/16/2021,2021,November,Tuesday,Buses,Ridership,1492110,68
11/17/2021,2021,November,Wednesday,Buses,Ridership,1501740,69
11/18/2021,2021,November,Thursday,Buses,Ridership,1505488,69
11/21/2021,2021,November,Sunday,Buses,Ridership,674551,68
11/25/2021,2021,November,Thursday,Buses,Ridership,509782,51
11/26/2021,2021,November,Friday,Buses,Ridership,843588,85
11/27/2021,2021,November,Saturday,Buses,Ridership,750986,57
12/01/2021,2021,December,Wednesday,Buses,Ridership,1463384,73
12/02/2021,2021,December,Thursday,Buses,Ridership,1449142,72
12/03/2021,2021,December,Friday,Buses,Ridership,1419078,71
12/04/2021,2021,December,Saturday,Buses,Ridership,864764,68
12/05/2021,2021,December,Sunday,Buses,Ridership,665129,68
12/06/2021,2021,December,Monday,Buses,Ridership,1394230,70
12/07/2021,2021,December,Tuesday,Buses,Ridership,1453136,73
12/08/2021,2021,December,Wednesday,Buses,Ridership,1430106,71
12/09/2021,2021,December,Thursday,Buses,Ridership,1436883,72
12/10/2021,2021,December,Friday,Buses,Ridership,1404176,70
12/14/2021,2021,December,Tuesday,Buses,Ridership,1378221,69
12/15/2021,2021,December,Wednesday,Buses,Ridership,1436154,72
12/16/2021,2021,December,Thursday,Buses,Ridership,1438193,72
12/17/2021,2021,December,Friday,Buses,Ridership,1375383,69
12/23/2021,2021,December,Thursday,Buses,Ridership,1166953,58
12/24/2021,2021,December,Friday,Buses,Ridership,746809,76
12/25/2021,2021,December,Saturday,Buses,Ridership,329549,26
12/26/2021,2021,December,Sunday,Buses,Ridership,518897,53
12/27/2021,2021,December,Monday,Buses,Ridership,890096,44
12/28/2021,2021,December,Tuesday,Buses,Ridership,953933,48
12/29/2021,2021,December,Wednesday,Buses,Ridership,921562,46
12/30/2021,2021,December,Thursday,Buses,Ridership,928012,46
12/31/2021,2021,December,Friday,Buses,Ridership,699749,71
03/27/2021,2021,March,Saturday,Buses,Ridership,781981,59
04/10/2021,2021,April,Saturday,Buses,Ridership,790023,59
05/01/2021,2021,May,Saturday,Buses,Ridership,818655,59
06/09/2021,2021,June,Wednesday,Buses,Ridership,1259005,59
06/10/2021,2021,June,Thursday,Buses,Ridership,1276901,59
06/13/2021,2021,June,Sunday,Buses,Ridership,647385,59
06/15/2021,2021,June,Tuesday,Buses,Ridership,1277203,59
06/23/2021,2021,June,Wednesday,Buses,Ridership,1264095,59
07/16/2021,2021,July,Friday,Buses,Ridership,1219118,59
07/17/2021,2021,July,Saturday,Buses,Ridership,795347,59
07/20/2021,2021,July,Tuesday,Buses,Ridership,1217802,59
07/21/2021,2021,July,Wednesday,Buses,Ridership,1225595,59
07/23/2021,2021,July,Friday,Buses,Ridership,1219255,59
07/26/2021,2021,July,Monday,Buses,Ridership,1219135,59
08/09/2021,2021,August,Monday,Buses,Ridership,1183050,59
08/13/2021,2021,August,Friday,Buses,Ridership,1189426,59
08/14/2021,2021,August,Saturday,Buses,Ridership,811826,59
08/19/2021,2021,August,Thursday,Buses,Ridership,1194375,59
08/20/2021,2021,August,Friday,Buses,Ridership,1183308,59
08/30/2021,2021,August,Monday,Buses,Ridership,1182908,59
09/04/2021,2021,September,Saturday,Buses,Ridership,834456,59
10/30/2021,2021,October,Saturday,Buses,Ridership,819620,59
11/28/2021,2021,November,Sunday,Buses,Ridership,592081,59
04/18/2021,2021,April,Sunday,Buses,Ridership,607333,61
04/24/2021,2021,April,Saturday,Buses,Ridership,809163,61
06/12/2021,2021,June,Saturday,Buses,Ridership,849178,61
07/14/2021,2021,July,Wednesday,Buses,Ridership,1260044,61
07/27/2021,2021,July,Tuesday,Buses,Ridership,1267804,61
08/06/2021,2021,August,Friday,Buses,Ridership,1222343,61
08/07/2021,2021,August,Saturday,Buses,Ridership,836715,61
08/12/2021,2021,August,Thursday,Buses,Ridership,1223666,61
08/24/2021,2021,August,Tuesday,Buses,Ridership,1234884,61
08/25/2021,2021,August,Wednesday,Buses,Ridership,1236342,61
08/26/2021,2021,August,Thursday,Buses,Ridership,1222996,61
09/19/2021,2021,September,Sunday,Buses,Ridership,674024,61
10/23/2021,2021,October,Saturday,Buses,Ridership,847596,61
11/24/2021,2021,November,Wednesday,Buses,Ridership,1343391,61
05/23/2021,2021,May,Sunday,Buses,Ridership,645466,67
09/06/2021,2021,September,Monday,Buses,Ridership,733947,67
10/03/2021,2021,October,Sunday,Buses,Ridership,673253,67
10/05/2021,2021,October,Tuesday,Buses,Ridership,1499767,67
10/12/2021,2021,October,Tuesday,Buses,Ridership,1514608,67
10/13/2021,2021,October,Wednesday,Buses,Ridership,1511356,67
10/19/2021,2021,October,Tuesday,Buses,Ridership,1510722,67
10/27/2021,2021,October,Wednesday,Buses,Ridership,1503535,67
10/28/2021,2021,October,Thursday,Buses,Ridership,1515489,67
11/05/2021,2021,November,Friday,Buses,Ridership,1457014,67
11/08/2021,2021,November,Monday,Buses,Ridership,1461178,67
12/13/2021,2021,December,Monday,Buses,Ridership,1333718,67
06/05/2021,2021,June,Saturday,Buses,Ridership,874545,62
07/15/2021,2021,July,Thursday,Buses,Ridership,1275846,62
07/22/2021,2021,July,Thursday,Buses,Ridership,1279778,62
07/28/2021,2021,July,Wednesday,Buses,Ridership,1276296,62
08/04/2021,2021,August,Wednesday,Buses,Ridership,1257876,62
08/05/2021,2021,August,Thursday,Buses,Ridership,1259332,62
08/10/2021,2021,August,Tuesday,Buses,Ridership,1245670,62
08/11/2021,2021,August,Wednesday,Buses,Ridership,1246306,62
08/31/2021,2021,August,Tuesday,Buses,Ridership,1246463,62
09/11/2021,2021,September,Saturday,Buses,Ridership,870791,62
09/13/2021,2021,September,Monday,Buses,Ridership,1441516,62
09/18/2021,2021,September,Saturday,Buses,Ridership,871175,62
09/25/2021,2021,September,Saturday,Buses,Ridership,872490,62
10/09/2021,2021,October,Saturday,Buses,Ridership,856308,62
10/16/2021,2021,October,Saturday,Buses,Ridership,856990,62
11/07/2021,2021,November,Sunday,Buses,Ridership,614513,62
11/12/2021,2021,November,Friday,Buses,Ridership,1350608,62
11/13/2021,2021,November,Saturday,Buses,Ridership,815114,62
12/11/2021,2021,December,Saturday,Buses,Ridership,786137,62
12/18/2021,2021,December,Saturday,Buses,Ridership,786073,62
10/01/2021,2021,October,Friday,Buses,Ridership,1492942,66
10/15/2021,2021,October,Friday,Buses,Ridership,1491099,66
10/17/2021,2021,October,Sunday,Buses,Ridership,663944,66
10/24/2021,2021,October,Sunday,Buses,Ridership,659283,66
10/31/2021,2021,October,Sunday,Buses,Ridership,656203,66
11/01/2021,2021,November,Monday,Buses,Ridership,1448304,66
11/06/2021,2021,November,Saturday,Buses,Ridership,864499,66
11/14/2021,2021,November,Sunday,Buses,Ridership,657129,66
11/15/2021,2021,November,Monday,Buses,Ridership,1437414,66
05/02/2021,2021,May,Sunday,Buses,Ridership,620063,64
07/31/2021,2021,July,Saturday,Buses,Ridership,857333,64
09/20/2021,2021,September,Monday,Buses,Ridership,1481676,64
09/23/2021,2021,September,Thursday,Buses,Ridership,1483075,64
09/27/2021,2021,September,Monday,Buses,Ridership,1489441,64
12/12/2021,2021,December,Sunday,Buses,Ridership,627007,64
12/20/2021,2021,December,Monday,Buses,Ridership,1277654,64
05/16/2021,2021,May,Sunday,Buses,Ridership,621750,65
09/14/2021,2021,September,Tuesday,Buses,Ridership,1511145,65
09/15/2021,2021,September,Wednesday,Buses,Ridership,1503627,65
09/21/2021,2021,September,Tuesday,Buses,Ridership,1505803,65
09/22/2021,2021,September,Wednesday,Buses,Ridership,1506211,65
09/29/2021,2021,September,Wednesday,Buses,Ridership,1513184,65
09/30/2021,2021,September,Thursday,Buses,Ridership,1516081,65
10/08/2021,2021,October,Friday,Buses,Ridership,1473912,65
10/18/2021,2021,October,Monday,Buses,Ridership,1461843,65
10/21/2021,2021,October,Thursday,Buses,Ridership,1476434,65
10/22/2021,2021,October,Friday,Buses,Ridership,1471199,65
10/25/2021,2021,October,Monday,Buses,Ridership,1461023,65
11/19/2021,2021,November,Friday,Buses,Ridership,1429787,65
11/20/2021,2021,November,Saturday,Buses,Ridership,861772,65
11/22/2021,2021,November,Monday,Buses,Ridership,1418226,65
11/23/2021,2021,November,Tuesday,Buses,Ridership,1424890,65
11/30/2021,2021,November,Tuesday,Buses,Ridership,1432539,65
12/19/2021,2021,December,Sunday,Buses,Ridership,636393,65
12/21/2021,2021,December,Tuesday,Buses,Ridership,1299476,65
04/17/2021,2021,April,Saturday,Buses,Ridership,803352,60
05/09/2021,2021,May,Sunday,Buses,Ridership,576000,60
05/15/2021,2021,May,Saturday,Buses,Ridership,844096,60
05/22/2021,2021,May,Saturday,Buses,Ridership,839877,60
06/06/2021,2021,June,Sunday,Buses,Ridership,654780,60
06/16/2021,2021,June,Wednesday,Buses,Ridership,1288040,60
06/17/2021,2021,June,Thursday,Buses,Ridership,1281552,60
06/19/2021,2021,June,Saturday,Buses,Ridership,841519,60
06/20/2021,2021,June,Sunday,Buses,Ridership,652557,60
06/26/2021,2021,June,Saturday,Buses,Ridership,841585,60
06/27/2021,2021,June,Sunday,Buses,Ridership,656004,60
07/07/2021,2021,July,Wednesday,Buses,Ridership,1234617,60
07/13/2021,2021,July,Tuesday,Buses,Ridership,1239045,60
07/30/2021,2021,July,Friday,Buses,Ridership,1235623,60
08/02/2021,2021,August,Monday,Buses,Ridership,1208484,60
08/15/2021,2021,August,Sunday,Buses,Ridership,661705,60
08/17/2021,2021,August,Tuesday,Buses,Ridership,1209633,60
08/18/2021,2021,August,Wednesday,Buses,Ridership,1210760,60
08/21/2021,2021,August,Saturday,Buses,Ridership,822340,60
09/26/2021,2021,September,Sunday,Buses,Ridership,657257,60
10/10/2021,2021,October,Sunday,Buses,Ridership,601821,60
07/10/2021,2021,July,Saturday,Buses,Ridership,855908,63
07/24/2021,2021,July,Saturday,Buses,Ridership,856250,63
08/03/2021,2021,August,Tuesday,Buses,Ridership,1262043,63
09/12/2021,2021,September,Sunday,Buses,Ridership,694561,63
09/17/2021,2021,September,Friday,Buses,Ridership,1456201,63
09/24/2021,2021,September,Friday,Buses,Ridership,1469705,63
09/28/2021,2021,September,Tuesday,Buses,Ridership,1457421,63
10/02/2021,2021,October,Saturday,Buses,Ridership,883902,63
10/04/2021,2021,October,Monday,Buses,Ridership,1419155,63
10/29/2021,2021,October,Friday,Buses,Ridership,1426938,63
11/29/2021,2021,November,Monday,Buses,Ridership,1381661,63
12/22/2021,2021,December,Wednesday,Buses,Ridership,1252621,63
01/01/2021,2021,January,Friday,LIRR,Ridership,28977,35
01/02/2021,2021,January,Saturday,LIRR,Ridership,28879,30
01/03/2021,2021,January,Sunday,LIRR,Ridership,20819,25
01/04/2021,2021,January,Monday,LIRR,Ridership,71078,24
01/05/2021,2021,January,Tuesday,LIRR,Ridership,70424,23
01/06/2021,2021,January,Wednesday,LIRR,Ridership,70289,23
01/07/2021,2021,January,Thursday,LIRR,Ridership,69695,23
01/08/2021,2021,January,Friday,LIRR,Ridership,68649,23
01/09/2021,2021,January,Saturday,LIRR,Ridership,26962,28
01/10/2021,2021,January,Sunday,LIRR,Ridership,23751,29
01/11/2021,2021,January,Monday,LIRR,Ridership,72285,24
01/12/2021,2021,January,Tuesday,LIRR,Ridership,71403,24
01/13/2021,2021,January,Wednesday,LIRR,Ridership,70591,23
01/14/2021,2021,January,Thursday,LIRR,Ridership,70937,23
01/15/2021,2021,January,Friday,LIRR,Ridership,70180,23
01/16/2021,2021,January,Saturday,LIRR,Ridership,27116,28
01/17/2021,2021,January,Sunday,LIRR,Ridership,24223,29
01/18/2021,2021,January,Monday,LIRR,Ridership,68674,83
01/19/2021,2021,January,Tuesday,LIRR,Ridership,72565,24
